id,accountNumber ,creditLimit,cardType,availableMoney,transactionDateTime,merchantName,transactionAmount,acqCountry,currentExpDate,accountOpenDate,cardCVV,enteredCVV,cardLast4Digits,transactionType,currentBalance,cardPresent,isFraud
22,574788567,2500,Classic,2500,2016-02-06T08:16:46,Fast Auto Services,108.86,US,28-Aug,10/13/2015,206,206,8522,PURCHASE,0,1,0
23,574788567,2500,Classic,2391.14,2016-02-12T03:47:24,Washington Repair,28.23,US,Sep-32,10/13/2015,579,579,4219,PURCHASE,108.86,1,0
24,574788567,2500,Classic,2362.91,2016-02-22T17:32:13,Washington Repair,26.17,US,28-Oct,10/13/2015,579,579,4219,PURCHASE,137.09,1,0
25,574788567,2500,Classic,2336.74,2016-02-28T15:53:52,staples.com,215.16,US,21-Dec,10/13/2015,206,206,8522,PURCHASE,163.26,0,0
26,574788567,2500,Classic,2121.58,2016-02-28T16:43:46,Convenient Repair,15.83,US,Jun-33,10/13/2015,579,579,4219,PURCHASE,378.42,1,0
27,574788567,2500,Classic,2500,2016-03-02T21:49:24,Shell Repair,35.14,US,19-Dec,10/13/2015,579,579,4219,PURCHASE,0,1,0
28,574788567,2500,Classic,2464.86,2016-03-05T22:24:50,Shell Auto Body,24.44,US,24-Mar,10/13/2015,579,579,4219,PURCHASE,35.14,1,0
29,574788567,2500,Classic,2440.42,2016-03-09T14:41:15,Eazy Repair,139.44,US,Aug-32,10/13/2015,579,579,4219,PURCHASE,59.58,1,0
30,574788567,2500,Classic,2300.98,2016-03-10T00:59:51,Fast Repair,235.74,US,24-Oct,10/13/2015,206,206,8522,PURCHASE,199.02,1,0
31,574788567,2500,Classic,2065.24,2016-03-14T06:24:48,Fast Repair,158.79,US,21-Mar,10/13/2015,579,579,4219,PURCHASE,434.76,1,0
32,574788567,2500,Classic,2500,2016-04-01T20:08:33,Eazy Auto Body,34.84,US,26-Nov,10/13/2015,579,579,4219,PURCHASE,0,1,0
33,574788567,2500,Classic,2465.16,2016-04-05T21:44:57,Washington Repair,304.93,US,Oct-32,10/13/2015,579,579,4219,PURCHASE,34.84,1,0
34,574788567,2500,Classic,2160.23,2016-04-14T05:00:43,Washington Tire,161.39,US,30-Sep,10/13/2015,579,579,4219,PURCHASE,339.77,1,0
35,574788567,2500,Classic,1998.84,2016-04-26T04:33:33,Fast Auto Services,68.66,US,23-Apr,10/13/2015,206,206,8522,PURCHASE,501.16,1,0
36,574788567,2500,Classic,1930.18,2016-04-28T08:08:33,Eazy Auto Body,66.09,US,31-Oct,10/13/2015,579,579,4219,PURCHASE,569.82,1,0
37,574788567,2500,Classic,2500,2016-05-03T21:11:14,target.com,43.64,US,21-Sep,10/13/2015,579,579,4219,PURCHASE,0,0,0
38,574788567,2500,Classic,2456.36,2016-05-12T00:45:51,Fast Repair,40.25,US,Jun-32,10/13/2015,579,579,4219,PURCHASE,43.64,1,0
39,574788567,2500,Classic,2416.11,2016-05-24T01:35:33,Convenient Tire,215.13,US,21-Oct,10/13/2015,206,206,8522,PURCHASE,83.89,1,0
40,574788567,2500,Classic,2200.98,2016-05-24T01:38:03,Convenient Tire,215.13,US,21-Oct,10/13/2015,206,206,8522,REVERSAL,299.02,1,0
41,574788567,2500,Classic,2416.11,2016-05-24T19:15:52,amazon.com,286.51,US,Sep-31,10/13/2015,206,206,8522,PURCHASE,83.89,0,0
42,574788567,2500,Classic,2129.6,2016-05-26T14:32:39,Shell Tire,317.95,US,29-May,10/13/2015,206,206,8522,PURCHASE,370.4,1,0
43,574788567,2500,Classic,1811.65,2016-05-28T04:42:54,Fast Auto Services,2.2,US,20-Jul,10/13/2015,206,206,8522,PURCHASE,688.35,1,0
44,574788567,2500,Classic,2500,2016-06-04T18:45:39,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,0,0,0
45,574788567,2500,Classic,2495.54,2016-06-11T04:40:06,Shell Tire,140.5,US,30-Apr,10/13/2015,579,579,4219,PURCHASE,4.46,1,0
46,574788567,2500,Classic,2355.04,2016-06-15T00:52:10,Merchants Auto Body,186.61,US,22-Mar,10/13/2015,206,206,8522,PURCHASE,144.96,1,0
47,574788567,2500,Classic,2500,2016-07-01T14:55:32,Shell Auto Body,8.2,US,30-Dec,10/13/2015,206,206,8522,PURCHASE,0,1,0
48,574788567,2500,Classic,2491.8,2016-07-03T18:33:35,Shell Auto Body,203.68,US,23-May,10/13/2015,206,206,8522,PURCHASE,8.2,1,0
49,574788567,2500,Classic,2288.12,2016-07-06T13:08:53,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,211.88,0,0
50,574788567,2500,Classic,2283.66,2016-07-16T10:28:25,amazon.com,26.55,US,26-Apr,10/13/2015,206,206,8522,PURCHASE,216.34,0,0
51,574788567,2500,Classic,2257.11,2016-07-23T00:41:49,Fast Auto Services,46.65,US,24-Aug,10/13/2015,206,206,8522,PURCHASE,242.89,1,0
52,574788567,2500,Classic,2500,2016-08-06T05:22:06,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,0,0,0
53,574788567,2500,Classic,2495.54,2016-08-08T14:41:07,Washington Repair,165.1,US,Sep-32,10/13/2015,579,579,4219,PURCHASE,4.46,1,0
54,574788567,2500,Classic,2330.44,2016-08-12T06:47:23,gap.com,50.03,US,21-Jun,10/13/2015,579,579,4219,PURCHASE,169.56,0,0
55,574788567,2500,Classic,2280.41,2016-08-16T00:10:15,Fast Tire,142.6,US,28-Dec,10/13/2015,206,206,8522,PURCHASE,219.59,1,0
56,574788567,2500,Classic,2137.81,2016-08-16T14:15:09,sears.com,21.66,US,30-Nov,10/13/2015,579,579,4219,PURCHASE,362.19,0,0
57,574788567,2500,Classic,2116.15,2016-08-20T07:34:29,Fast Repair,43.18,US,29-Apr,10/13/2015,579,579,4219,PURCHASE,383.85,1,0
58,574788567,2500,Classic,2072.97,2016-08-21T08:23:16,Eazy Auto Body,15.42,US,Mar-32,10/13/2015,206,206,8522,PURCHASE,427.03,0,0
59,574788567,2500,Classic,2057.55,2016-08-26T19:17:33,Eazy Tire,196.94,US,24-Sep,10/13/2015,579,579,4219,PURCHASE,442.45,1,0
60,574788567,2500,Classic,1860.61,2016-08-26T19:37:15,Merchants Auto Body,47.08,US,Jun-31,10/13/2015,579,579,4219,PURCHASE,639.39,1,0
61,574788567,2500,Classic,2500,2016-09-02T07:57:44,Washington Tire,0,US,27-Apr,10/13/2015,579,579,4219,ADDRESS_VERIFICATION,0,0,0
62,574788567,2500,Classic,2500,2016-09-03T11:17:28,Shell Tire,66.33,US,27-Jul,10/13/2015,579,579,4219,PURCHASE,0,1,0
63,574788567,2500,Classic,2433.67,2016-09-05T16:44:30,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,66.33,0,0
64,574788567,2500,Classic,2429.21,2016-09-10T05:08:58,apple.com,51.43,US,28-Oct,10/13/2015,206,206,8522,PURCHASE,70.79,0,0
65,574788567,2500,Classic,2377.78,2016-09-13T04:30:05,Merchants Tire,45.39,US,Jan-33,10/13/2015,206,206,8522,PURCHASE,122.22,1,0
66,574788567,2500,Classic,2332.39,2016-09-14T10:50:00,Fast Auto Services,171.11,US,25-Feb,10/13/2015,579,579,4219,PURCHASE,167.61,1,0
67,574788567,2500,Classic,2161.28,2016-09-14T22:56:59,Ricks Auto Body,234.75,US,29-Dec,10/13/2015,579,579,4219,PURCHASE,338.72,1,0
68,574788567,2500,Classic,1926.53,2016-09-19T00:13:00,Merchants Auto Body,563.75,US,22-Jan,10/13/2015,579,579,4219,PURCHASE,573.47,1,0
69,574788567,2500,Classic,1362.78,2016-09-23T09:02:51,Merchants Auto Services,130.62,US,19-Dec,10/13/2015,579,579,4219,PURCHASE,1137.22,1,0
70,574788567,2500,Classic,1232.16,2016-09-24T15:26:31,Convenient Tire,11.27,US,29-Mar,10/13/2015,579,579,4219,PURCHASE,1267.84,1,0
71,574788567,2500,Classic,2500,2016-10-05T11:16:25,Eazy Repair,16.45,US,22-Oct,10/13/2015,579,579,4219,PURCHASE,0,1,0
72,574788567,2500,Classic,2483.55,2016-10-07T07:11:22,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,16.45,0,0
73,574788567,2500,Classic,2479.09,2016-10-07T08:51:50,Shell Repair,46.37,US,30-Jan,10/13/2015,206,206,8522,PURCHASE,20.91,1,0
74,574788567,2500,Classic,2432.72,2016-10-07T10:23:57,Eazy Repair,3.87,US,22-Oct,10/13/2015,579,579,4219,REVERSAL,67.28,1,0
75,574788567,2500,Classic,2436.59,2016-10-11T00:04:18,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,63.41,0,0
76,574788567,2500,Classic,2395.17,2016-10-13T17:02:32,Convenient Repair,37.36,US,29-Oct,10/13/2015,579,579,4219,PURCHASE,104.83,1,0
77,574788567,2500,Classic,2357.81,2016-10-14T10:57:11,Shell Auto Body,107.85,US,29-Jul,10/13/2015,579,579,4219,PURCHASE,142.19,1,0
78,574788567,2500,Classic,2249.96,2016-10-25T07:13:16,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,250.04,0,0
79,574788567,2500,Classic,2208.54,2016-10-29T11:01:00,Fast Tire,0,US,26-Dec,10/13/2015,579,579,4219,ADDRESS_VERIFICATION,291.46,0,0
80,574788567,2500,Classic,2500,2016-11-02T22:15:11,Eazy Auto Body,190.95,US,23-Aug,10/13/2015,579,579,4219,PURCHASE,0,1,0
81,574788567,2500,Classic,2309.05,2016-11-06T12:10:28,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,190.95,0,0
82,574788567,2500,Classic,2304.59,2016-11-06T20:41:48,oldnavy.com,35.4,US,Sep-32,10/13/2015,579,579,4219,PURCHASE,195.41,0,0
83,574788567,2500,Classic,2269.19,2016-11-08T06:59:12,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,230.81,0,0
84,574788567,2500,Classic,2227.77,2016-11-22T08:29:20,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,272.23,0,0
85,574788567,2500,Classic,2500,2016-12-01T08:18:57,Merchants Tire,3.32,US,30-Nov,10/13/2015,579,579,4219,PURCHASE,0,1,0
86,574788567,2500,Classic,2496.68,2016-12-05T12:50:39,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,3.32,0,0
87,574788567,2500,Classic,2455.26,2016-12-08T00:22:08,Play Store,4.46,US,24-May,10/13/2015,206,206,8522,PURCHASE,44.74,0,0
88,574788567,2500,Classic,2450.8,2016-12-11T21:22:03,Washington Auto Body,1.09,US,28-Nov,10/13/2015,579,579,4219,PURCHASE,49.2,1,0
89,574788567,2500,Classic,2449.71,2016-12-14T19:57:13,Convenient Repair,66.51,US,31-May,10/13/2015,579,579,4219,PURCHASE,50.29,1,0
90,574788567,2500,Classic,2383.2,2016-12-19T11:53:58,Shell Auto Body,34.69,US,21-Feb,10/13/2015,206,206,8522,PURCHASE,116.8,0,0
91,574788567,2500,Classic,2348.51,2016-12-19T18:07:09,Curves #132685,41.42,US,29-Oct,10/13/2015,206,206,8522,PURCHASE,151.49,0,0
92,574788567,2500,Classic,2307.09,2016-12-24T16:14:13,Shell Tire,1091.13,US,21-Jun,10/13/2015,206,206,8522,PURCHASE,192.91,0,0
93,924729945,50000,Premium,50000,2016-01-08T15:06:39,ebay.com,81.66,US,May-33,7/25/2014,205,205,9459,PURCHASE,0,0,0
94,924729945,50000,Premium,49918.34,2016-01-26T08:40:13,sears.com,231.37,US,21-Dec,7/25/2014,205,205,9459,PURCHASE,81.66,0,0
95,924729945,50000,Premium,50000,2016-02-05T03:55:42,gap.com,365.84,US,21-Aug,7/25/2014,205,205,9459,PURCHASE,0,0,0
96,924729945,50000,Premium,50000,2016-04-11T20:30:47,ebay.com,293.54,US,27-Feb,7/25/2014,205,205,9459,PURCHASE,0,0,0
97,924729945,50000,Premium,50000,2016-05-09T12:36:15,staples.com,138.22,US,Sep-31,7/25/2014,205,205,9459,PURCHASE,0,0,0
98,924729945,50000,Premium,49861.78,2016-05-12T19:26:31,sears.com,54.95,US,26-Dec,7/25/2014,205,205,9459,PURCHASE,138.22,0,0
99,924729945,50000,Premium,50000,2016-07-01T07:55:51,amazon.com,73.38,US,Mar-32,7/25/2014,205,205,9459,PURCHASE,0,0,0
100,924729945,50000,Premium,49926.62,2016-07-23T08:26:18,sears.com,273.94,US,20-Nov,7/25/2014,205,205,9459,PURCHASE,73.38,0,0
101,924729945,50000,Premium,50000,2016-10-04T04:20:04,discount.com,168.57,US,24-Nov,7/25/2014,205,265,9459,PURCHASE,0,0,0
102,924729945,50000,Premium,49831.43,2016-10-19T14:01:45,discount.com,168.57,US,24-Nov,7/25/2014,205,265,9459,REVERSAL,168.57,0,0
103,924729945,50000,Premium,50000,2016-10-23T14:00:41,apple.com,0,US,27-Nov,7/25/2014,205,205,9459,ADDRESS_VERIFICATION,0,0,0
104,924729945,50000,Premium,50000,2016-11-17T11:49:45,alibaba.com,126.45,US,25-Aug,7/25/2014,205,205,9459,PURCHASE,0,0,0
105,924729945,50000,Premium,50000,2016-12-01T07:56:47,staples.com,476.39,US,23-Sep,7/25/2014,205,205,9459,PURCHASE,0,0,0
106,984504651,50000,Premium,50000,2016-01-01T17:22:05,CVS #486329,190.06,US,29-Aug,7/27/2015,640,640,8332,PURCHASE,0,0,0
107,984504651,50000,Premium,49809.94,2016-01-01T20:57:33,Walgreens #853830,37.81,US,Jun-32,7/27/2015,640,640,8332,PURCHASE,190.06,1,0
108,984504651,50000,Premium,49772.13,2016-01-02T14:52:25,WSC #103223,215.53,US,30-Jun,7/27/2015,640,640,8332,PURCHASE,227.87,0,0
109,984504651,50000,Premium,49556.6,2016-01-04T00:04:20,Walgreens #398113,21.06,US,21-Oct,7/27/2015,640,640,8332,PURCHASE,443.4,1,0
110,984504651,50000,Premium,49535.54,2016-01-04T09:54:49,Walgreens #96546,68.79,US,Apr-33,7/27/2015,640,640,8332,PURCHASE,464.46,0,0
111,984504651,50000,Premium,49466.75,2016-01-04T17:23:38,Walgreens #572363,53.17,US,30-Nov,7/27/2015,640,640,8332,PURCHASE,533.25,0,0
112,984504651,50000,Premium,49413.58,2016-01-04T18:35:02,Universe Massage #541885,237.11,US,30-Apr,7/27/2015,640,640,8332,PURCHASE,586.42,1,0
113,984504651,50000,Premium,49176.47,2016-01-04T21:36:40,Powerlifting #889480,37.62,US,26-Jun,7/27/2015,640,640,8332,PURCHASE,823.53,0,0
114,984504651,50000,Premium,49138.85,2016-01-06T04:08:06,1st Sandwitch Bar #801388,83.64,US,25-Nov,7/27/2015,640,640,8332,PURCHASE,861.15,1,0
115,984504651,50000,Premium,49055.21,2016-01-08T03:29:57,Walgreens #46367,261.09,US,22-Jan,7/27/2015,640,640,8332,PURCHASE,944.79,0,0
116,984504651,50000,Premium,48794.12,2016-01-08T08:59:53,Powerlifting #777957,231.77,US,28-Aug,7/27/2015,640,640,8332,PURCHASE,1205.88,0,0
117,984504651,50000,Premium,48562.35,2016-01-08T19:40:01,Walgreens #417535,0,US,29-Nov,7/27/2015,640,640,8332,ADDRESS_VERIFICATION,1437.65,0,0
118,984504651,50000,Premium,48562.35,2016-01-08T23:35:14,NYSC #827322,3.36,US,25-Jan,7/27/2015,640,640,8332,PURCHASE,1437.65,1,0
119,984504651,50000,Premium,48558.99,2016-01-09T05:00:31,Lyft,0,US,28-May,7/27/2015,640,640,8332,ADDRESS_VERIFICATION,1441.01,0,0
120,984504651,50000,Premium,48558.99,2016-01-10T07:48:45,Uber,80.43,US,24-Aug,7/27/2015,640,640,8332,PURCHASE,1441.01,0,0
121,984504651,50000,Premium,48478.56,2016-01-10T17:19:03,CVS #894173,478.43,US,26-Oct,7/27/2015,640,640,8332,PURCHASE,1521.44,0,0
122,984504651,50000,Premium,48000.13,2016-01-11T13:04:48,Lyft,0,US,30-May,7/27/2015,640,640,8332,ADDRESS_VERIFICATION,1999.87,0,0
123,984504651,50000,Premium,48000.13,2016-01-12T04:50:31,Walgreens #937800,121.78,US,Jul-33,7/27/2015,640,640,8332,PURCHASE,1999.87,0,0
124,984504651,50000,Premium,47878.35,2016-01-12T08:22:09,Powerlifting #786143,136.38,US,21-May,7/27/2015,640,640,8332,PURCHASE,2121.65,0,0
125,984504651,50000,Premium,47741.97,2016-01-12T10:22:30,Planet Fitness #903325,207.77,US,31-Mar,7/27/2015,640,640,8332,PURCHASE,2258.03,0,0
126,984504651,50000,Premium,47534.2,2016-01-12T21:32:02,Golds Gym #763952,254.87,US,30-Aug,7/27/2015,640,640,8332,PURCHASE,2465.8,0,0
127,984504651,50000,Premium,47279.33,2016-01-12T22:15:51,WSC #722919,120.93,US,20-Aug,7/27/2015,640,640,8332,PURCHASE,2720.67,0,0
128,984504651,50000,Premium,47158.4,2016-01-13T21:58:16,Uber,140.94,US,29-Apr,7/27/2015,640,640,8332,PURCHASE,2841.6,0,0
129,984504651,50000,Premium,47017.46,2016-01-14T07:33:27,Boston Fries,8.79,US,27-Jun,7/27/2015,640,640,8332,PURCHASE,2982.54,1,0
130,984504651,50000,Premium,47008.67,2016-01-14T13:19:26,Powerlifting #979889,98.03,US,Sep-32,7/27/2015,640,640,8332,PURCHASE,2991.33,0,0
131,984504651,50000,Premium,46910.64,2016-01-15T23:48:56,Walgreens #666182,63.67,US,27-Apr,7/27/2015,640,640,8332,PURCHASE,3089.36,1,0
132,984504651,50000,Premium,46846.97,2016-01-16T04:56:22,South Steakhouse #73819,28.82,US,24-Jul,7/27/2015,640,640,8332,PURCHASE,3153.03,1,0
133,984504651,50000,Premium,46818.15,2016-01-16T09:52:30,Planet Fitness #849960,450.74,US,28-Aug,7/27/2015,640,640,8332,PURCHASE,3181.85,0,0
134,984504651,50000,Premium,46367.41,2016-01-16T09:53:15,Planet Fitness #849960,450.74,US,28-Aug,7/27/2015,640,640,8332,REVERSAL,3632.59,0,0
135,984504651,50000,Premium,46818.15,2016-01-16T13:55:04,Golds Gym #466774,20.15,US,Apr-31,7/27/2015,640,640,8332,PURCHASE,3181.85,0,0
136,984504651,50000,Premium,46798,2016-01-16T23:28:01,WSC #233395,180.36,US,May-33,7/27/2015,640,640,8332,PURCHASE,3202,0,0
137,984504651,50000,Premium,46617.64,2016-01-17T00:50:15,53rd Beauty,187.67,US,May-33,7/27/2015,640,640,8332,PURCHASE,3382.36,1,0
138,984504651,50000,Premium,46429.97,2016-01-17T05:49:42,Regal Cinemas #276341,88.92,US,22-May,7/27/2015,640,640,8332,PURCHASE,3570.03,0,0
139,984504651,50000,Premium,46341.05,2016-01-17T08:13:08,AMC #724446,81.73,US,31-Dec,7/27/2015,640,640,8332,PURCHASE,3658.95,1,0
140,984504651,50000,Premium,46259.32,2016-01-17T19:23:45,Lyft,43.53,US,28-May,7/27/2015,640,640,8332,PURCHASE,3740.68,0,0
141,984504651,50000,Premium,46215.79,2016-01-17T21:19:09,Uber,334.89,US,26-Nov,7/27/2015,640,640,8332,PURCHASE,3784.21,0,0
142,984504651,50000,Premium,45880.9,2016-01-18T00:49:47,Powerlifting #960116,0,US,28-Feb,7/27/2015,640,640,8332,ADDRESS_VERIFICATION,4119.1,0,0
143,984504651,50000,Premium,45880.9,2016-01-18T06:51:46,Universe Massage #95463,401.4,US,Oct-32,7/27/2015,640,640,8332,PURCHASE,4119.1,1,0
144,984504651,50000,Premium,45479.5,2016-01-18T13:37:07,Powerlifting #346815,168.28,US,28-Aug,7/27/2015,640,640,8332,PURCHASE,4520.5,0,0
145,984504651,50000,Premium,45311.22,2016-01-20T08:13:18,NYSC #784120,492.57,US,25-Aug,7/27/2015,640,640,8332,PURCHASE,4688.78,1,0
146,984504651,50000,Premium,44818.65,2016-01-20T12:08:05,WSC #22861,706.28,US,20-Sep,7/27/2015,640,640,8332,PURCHASE,5181.35,0,0
147,984504651,50000,Premium,44112.37,2016-01-21T06:56:46,John's Cafe,57.72,US,23-Jan,7/27/2015,640,640,8332,PURCHASE,5887.63,1,0
148,984504651,50000,Premium,44054.65,2016-01-21T14:02:42,Walgreens #931355,25.49,US,22-May,7/27/2015,640,640,8332,PURCHASE,5945.35,0,0
149,984504651,50000,Premium,44029.16,2016-01-22T05:37:41,Powerlifting #966568,278.01,US,23-Nov,7/27/2015,640,640,8332,PURCHASE,5970.84,0,0
150,984504651,50000,Premium,43751.15,2016-01-22T11:11:51,Powerlifting #647871,321.46,US,29-Aug,7/27/2015,640,640,8332,PURCHASE,6248.85,0,0
151,984504651,50000,Premium,43429.69,2016-01-23T09:14:36,WSC #859362,212.38,US,Dec-32,7/27/2015,640,640,8332,PURCHASE,6570.31,0,0
152,984504651,50000,Premium,43217.31,2016-01-23T15:13:10,Universe Massage #928178,123.9,US,29-Jul,7/27/2015,640,640,8332,PURCHASE,6782.69,1,0
153,984504651,50000,Premium,43093.41,2016-01-24T16:55:16,Golds Gym #982157,153.09,US,26-Jan,7/27/2015,640,640,8332,PURCHASE,6906.59,0,0
154,984504651,50000,Premium,42940.32,2016-01-24T19:38:00,Rock Weights #816724,622.31,US,31-Aug,7/27/2015,640,640,8332,PURCHASE,7059.68,0,0
155,984504651,50000,Premium,42318.01,2016-01-25T09:17:42,Planet Fitness #142860,233.66,US,21-Nov,7/27/2015,640,640,8332,PURCHASE,7681.99,1,0
156,984504651,50000,Premium,42084.35,2016-01-25T17:47:35,Universe Massage #550596,175.05,US,Apr-33,7/27/2015,640,640,8332,PURCHASE,7915.65,1,0
157,984504651,50000,Premium,41909.3,2016-01-25T20:39:15,AMC #724446,81.73,US,31-Dec,7/27/2015,640,640,8332,REVERSAL,8090.7,1,0
158,984504651,50000,Premium,41991.03,2016-01-26T00:18:04,CVS #121891,113,US,20-May,7/27/2015,640,640,8332,PURCHASE,8008.97,1,0
159,984504651,50000,Premium,41878.03,2016-01-26T01:47:34,Uber,286.07,US,30-Jun,7/27/2015,640,640,8332,PURCHASE,8121.97,0,0
160,984504651,50000,Premium,41591.96,2016-01-26T16:33:14,CVS #841568,1.99,US,22-Nov,7/27/2015,640,640,8332,PURCHASE,8408.04,0,0
161,984504651,50000,Premium,41589.97,2016-01-26T17:49:24,Lyft,16.92,US,29-Jan,7/27/2015,640,640,8332,PURCHASE,8410.03,0,0
162,984504651,50000,Premium,41573.05,2016-01-26T19:58:33,WSC #653684,53.44,US,25-Jul,7/27/2015,640,640,8332,PURCHASE,8426.95,0,0
163,984504651,50000,Premium,41519.61,2016-01-27T05:41:35,Uber,2.97,US,Mar-33,7/27/2015,640,640,8332,PURCHASE,8480.39,0,0
164,984504651,50000,Premium,41516.64,2016-01-28T20:37:45,Planet Fitness #977764,41.13,US,27-Sep,7/27/2015,640,640,8332,PURCHASE,8483.36,0,0
165,984504651,50000,Premium,41475.51,2016-01-29T04:23:28,WSC #442226,39.43,US,23-Aug,7/27/2015,640,640,8332,PURCHASE,8524.49,0,0
166,984504651,50000,Premium,41436.08,2016-01-30T03:20:48,Walgreens #348717,169.63,US,28-Nov,7/27/2015,640,640,8332,PURCHASE,8563.92,0,0
167,984504651,50000,Premium,41266.45,2016-01-31T12:37:43,Universe Massage #928178,118.29,US,Sep-32,7/27/2015,640,640,8332,PURCHASE,8733.55,1,0
168,984504651,50000,Premium,41173.16,2016-02-01T03:20:31,Planet Fitness #742320,5.25,US,25-Aug,7/27/2015,640,640,8332,PURCHASE,8826.84,0,0
169,984504651,50000,Premium,41167.91,2016-02-01T08:35:24,Golds Gym #360108,154.76,US,21-Mar,7/27/2015,640,640,8332,PURCHASE,8832.09,0,0
170,984504651,50000,Premium,41013.15,2016-02-01T11:56:25,CVS #719883,545.97,US,26-Feb,7/27/2015,640,640,8332,PURCHASE,8986.85,0,0
171,984504651,50000,Premium,40467.18,2016-02-01T14:52:45,NYSC #91039,34.73,US,22-Jan,7/27/2015,640,640,8332,PURCHASE,9532.82,0,0
172,984504651,50000,Premium,40432.45,2016-02-02T00:44:35,Uber,311.18,US,22-Dec,7/27/2015,640,640,8332,PURCHASE,9567.55,0,0
173,984504651,50000,Premium,40121.27,2016-02-02T07:23:27,Planet Fitness #630263,14.93,US,27-Mar,7/27/2015,640,640,8332,PURCHASE,9878.73,1,0
